,BPM,Genre,Label,Song_name,Key,Artists,Length,Song_file,Length_minutes,Min_or_Maj
185,136,Trance,WAO138, Resolution (Extended Mix).mp3,9A , Danny Eaton ,393.0,9A - 136 - Danny Eaton - Resolution (Extended Mix).mp3,6.55,Min
186,138,Trance,WAO138, Krishna (Extended Mix).mp3,3A , Steve Dekay ,395.0,3A - 138 - Steve Dekay - Krishna (Extended Mix).mp3,6.583333333333333,Min
187,140,Trance,WAO138, Playing With Fire (Extended Mix).mp3,6A , Jak Aggas ,390.0,6A - 140 - Jak Aggas - Playing With Fire (Extended Mix).mp3,6.5,Min
188,138,Trance,WAO138, By My Side (Craig Connelly Extended Remix).mp3,4A , Bryan Kearney Feat Christina Novelli ,464.0,4A - 138 - Bryan Kearney Feat Christina Novelli - By My Side (Craig Connelly Extended Remix).mp3,7.733333333333333,Min
189,138,Trance,WAO138, Muriqui (Extended Mix).mp3,9A , Shinovi ,326.0,9A - 138 - Shinovi - Muriqui (Extended Mix).mp3,5.433333333333334,Min
190,138,Trance,WAO138, Warrior (Mark Sherry Remix).mp3,8A , Warrior ,467.0,8A - 138 - Warrior - Warrior (Mark Sherry Remix).mp3,7.783333333333333,Min
191,138,Trance,WAO138, This Life (Extended Mix).mp3,3A , Craig Connelly Feat Roxanne Emery ,414.0,3A - 138 - Craig Connelly Feat Roxanne Emery - This Life (Extended Mix).mp3,6.9,Min
192,138,Trance,WAO138, Winter (Solis & Sean Truby Vs Ultimate Extend Remix).mp3,4A , DT8 Project Feat Andrea Britton ,426.0,4A - 138 - DT8 Project Feat Andrea Britton - Winter (Solis & Sean Truby Vs Ultimate Extend Remix).mp3,7.1,Min
193,138,Trance,WAO138, Maia (Extended Mix).mp3,12A , Beatsole & TH3 ONE ,396.0,12A - 138 - Beatsole & TH3 ONE - Maia (Extended Mix).mp3,6.6,Min
194,140,Trance,WAO138, Faces (Indecent Noise Extended Remix).mp3,8A , Andy Moor & Ashley Wallbridge Feat Meighan Nealon ,481.0,8A - 140 - Andy Moor & Ashley Wallbridge Feat Meighan Nealon - Faces (Indecent Noise Extended Remix).mp3,8.016666666666667,Min
195,138,Trance,WAO138, Ethereal (Extended Mix).mp3,8A , DRYM & Omnia ,349.0,8A - 138 - DRYM & Omnia - Ethereal (Extended Mix).mp3,5.816666666666666,Min
196,138,Trance,WAO138, Russian Roulette (Extended Mix).mp3,4A , Jak Aggas ,351.0,4A - 138 - Jak Aggas - Russian Roulette (Extended Mix).mp3,5.85,Min
197,128,Trance,Anjunabeats, Will We Remain (Original Mix).mp3,10A , Ilan Bluestone & Maor Levi Feat El Waves ,450.0,10A - 128 - Ilan Bluestone & Maor Levi Feat El Waves - Will We Remain (Original Mix).mp3,7.5,Min
198,128,Trance,Anjunabeats, Through It All (Original Mix).mp3,5A , Jason Ross Feat Fiora ,326.0,5A - 128 - Jason Ross Feat Fiora - Through It All (Original Mix).mp3,5.433333333333334,Min
199,128,Trance,Anjunabeats, Solina (Original Mix).mp3,11B , Oliver Smith ,405.0,11B - 128 - Oliver Smith - Solina (Original Mix).mp3,6.75,Maj
200,130,Trance,Anjunabeats, I Believe (Extended Mix) .mp3,5A , Ilan Bluestone  Feat Giuseppe De Luca ,411.0,5A - 130 - Ilan Bluestone  Feat Giuseppe De Luca - I Believe (Extended Mix) .mp3,6.85,Min
201,128,Trance,Anjunabeats, Mantis (Extended Mix).mp3,7A , Kyau & Albert Vs Genix ,450.0,7A - 128 - Kyau & Albert Vs Genix - Mantis (Extended Mix).mp3,7.5,Min
202,128,Trance,Anjunabeats, Freefall (Original Mix).mp3,12B , Oliver Smith ,331.0,12B - 128 - Oliver Smith - Freefall (Original Mix).mp3,5.516666666666667,Maj
203,128,Trance,Anjunabeats, January Embers (Oliver Smith Remix).mp3,5A , My Friend feat Lauren Laimant ,420.0,5A - 128 - My Friend feat Lauren Laimant - January Embers (Oliver Smith Remix).mp3,7.0,Min
204,128,Trance,Anjunabeats, Lovingly (Extended Mix).mp3,9A , Oliver Smith Feat Amy J Pryce ,422.0,9A - 128 - Oliver Smith Feat Amy J Pryce - Lovingly (Extended Mix).mp3,7.033333333333333,Min
205,128,Trance,Anjunabeats, UR1 (Extended Mix).mp3,8A , Genix ,315.0,8A - 128 - Genix - UR1 (Extended Mix).mp3,5.25,Min
206,124,Trance,Anjunabeats, I Believe  (PROFF Extended Mix).mp3,5A , Ilan Bluestone Feat Giuseppe de Luca ,387.0,5A - 124 - Ilan Bluestone Feat Giuseppe de Luca - I Believe  (PROFF Extended Mix).mp3,6.45,Min
207,128,Trance,Anjunabeats, Mr H2O (Original Mix).mp3,4A , Genix ,346.0,4A - 128 - Genix - Mr H2O (Original Mix).mp3,5.766666666666667,Min
208,128,Trance,Anjunabeats, Atacama (Extended Mix).mp3,10A , Oliver Smith ,365.0,10A - 128 - Oliver Smith - Atacama (Extended Mix).mp3,6.083333333333333,Min
209,128,Trance,Anjunabeats,  Flat Six (Original Mix).mp3,10A , Nitrous Oxide ,421.0,10A - 128 - Nitrous Oxide -  Flat Six (Original Mix).mp3,7.016666666666667,Min
210,124,Trance,Anjunabeats, Is It Love?  (Gabriel & Dresden Remix).mp3,11A , Above & Beyond ,357.0,11A - 124 - Above & Beyond - Is It Love?  (Gabriel & Dresden Remix).mp3,5.95,Min
211,130,Trance,Anjunabeats, Helsinki Scorchin' (Super8 & Tab 2019 Remix).mp3,8A , Super8 & Tab ,310.0,8A - 130 - Super8 & Tab - Helsinki Scorchin' (Super8 & Tab 2019 Remix).mp3,5.166666666666667,Min
212,126,Trance,Anjunabeats, Cold Feet (Extended Mix).mp3,5A , Above & Beyond Feat Justine Suissa ,395.0,5A - 126 - Above & Beyond Feat Justine Suissa - Cold Feet (Extended Mix).mp3,6.583333333333333,Min
213,128,Trance,Anjunabeats, Never Letting Go (Original Mix).mp3,3B , Audien & ARTY ,232.0,3B - 128 - Audien & ARTY - Never Letting Go (Original Mix).mp3,3.8666666666666667,Maj
214,128,Trance,Anjunabeats, Java (Extended Mix).mp3,9A , Oliver Smith ,432.0,9A - 128 - Oliver Smith - Java (Extended Mix).mp3,7.2,Min
215,128,Trance,Anjunabeats, Over Oceans (Gabriel & Dresden Club Mix).mp3,9A , Gabriel & Dresden Feat Josh Gabriel ,451.0,9A - 128 - Gabriel & Dresden Feat Josh Gabriel - Over Oceans (Gabriel & Dresden Club Mix).mp3,7.516666666666667,Min
216,128,Trance,Anjunabeats, Como (Extended Mix).mp3,4A , Genix ,322.0,4A - 128 - Genix - Como (Extended Mix).mp3,5.366666666666666,Min
217,128,Trance,Anjunabeats, Obsydian (Extended Mix).mp3,9A , Sunny Lax ,352.0,9A - 128 - Sunny Lax - Obsydian (Extended Mix).mp3,5.866666666666666,Min
218,128,Trance,Anjunabeats, So Long (Extended Mix).mp3,7A , Sunny Lax ,376.0,7A - 128 - Sunny Lax - So Long (Extended Mix).mp3,6.266666666666667,Min
219,126,Trance,Anjunabeats, Happiness Amplified (Above & Beyond Club Mix).mp3,3B , Above & Beyond Feat Richard Bedford ,403.0,3B - 126 - Above & Beyond Feat Richard Bedford - Happiness Amplified (Above & Beyond Club Mix).mp3,6.716666666666667,Maj
220,128,Trance,Anjunabeats, Zero (Original Mix).mp3,4A , Oliver Smith & Natalie Holmes ,401.0,4A - 128 - Oliver Smith & Natalie Holmes - Zero (Original Mix).mp3,6.683333333333334,Min
221,128,Trance,Anjunabeats, For Those We Lost (Extended Mix).mp3,6A , Genix ,446.0,6A - 128 - Genix - For Those We Lost (Extended Mix).mp3,7.433333333333334,Min
222,128,Trance,Anjunabeats, Death Valley (Original Mix).mp3,8A , Genix ,332.0,8A - 128 - Genix - Death Valley (Original Mix).mp3,5.533333333333333,Min
223,130,Trance,Anjunabeats, Frozen Ground (Extended Mix).mp3,12A , Ilan Bluestone Feat Giuseppe de Luca ,385.0,12A - 130 - Ilan Bluestone Feat Giuseppe de Luca - Frozen Ground (Extended Mix).mp3,6.416666666666667,Min
224,128,Trance,Anjunabeats, Immortal Lover (In My Next Life Mix).mp3,3A , Andrew Bayer & Alison May ,435.0,3A - 128 - Andrew Bayer & Alison May - Immortal Lover (In My Next Life Mix).mp3,7.25,Min
225,128,Trance,Anjunabeats, Orange Is The New Grey (Original Mix).mp3,8A , Sunny Lax ,359.0,8A - 128 - Sunny Lax - Orange Is The New Grey (Original Mix).mp3,5.983333333333333,Min
226,128,Trance,Anjunabeats, Rival (Extended Mix).mp3,8A , Ilan Bluestone Feat Ellen Smith ,365.0,8A - 128 - Ilan Bluestone Feat Ellen Smith - Rival (Extended Mix).mp3,6.083333333333333,Min
227,128,Trance,Anjunabeats, Higher (Original Mix).mp3,3A , Audien Feat Cecilia Gault ,277.0,3A - 128 - Audien Feat Cecilia Gault - Higher (Original Mix).mp3,4.616666666666666,Min
228,128,Trance,Anjunabeats, In My Last Life (In My Next Life Mix).mp3,10B , Andrew Bayer Feat Alison May ,375.0,10B - 128 - Andrew Bayer Feat Alison May - In My Last Life (In My Next Life Mix).mp3,6.25,Maj
229,128,Trance,Anjunabeats, Awaken (Original Mix) .mp3,1A , Cosmic Gate & Jason Ross ,368.0,1A - 128 - Cosmic Gate & Jason Ross - Awaken (Original Mix) .mp3,6.133333333333334,Min
230,132,Trance,Anjunabeats, Another Lover (Extended Mix).mp3,7B , Ilan Bluestone Feat Koven ,370.0,7B - 132 - Ilan Bluestone Feat Koven - Another Lover (Extended Mix).mp3,6.166666666666667,Maj
231,128,Trance,Anjunabeats, Rival (Rafael Frost Extended Mix).mp3,8A , Ilan Bluestone Feat Ellen Smith ,382.0,8A - 128 - Ilan Bluestone Feat Ellen Smith - Rival (Rafael Frost Extended Mix).mp3,6.366666666666666,Min
232,128,Trance,Anjunabeats, Only Road (Cosmic Gate Remix).mp3,7A , Gabriel & Dresden Feat Sub Teal ,401.0,7A - 128 - Gabriel & Dresden Feat Sub Teal - Only Road (Cosmic Gate Remix).mp3,6.683333333333334,Min
233,128,Trance,Anjunabeats, East Of Eden (Original Mix).mp3,6A , Jason Ross ,318.0,6A - 128 - Jason Ross - East Of Eden (Original Mix).mp3,5.3,Min
234,127,Trance,Anjunabeats, Jupiter (Genix Remix).mp3,1A ,  Gabriel & Dresden ,381.0,1A - 127 -  Gabriel & Dresden - Jupiter (Genix Remix).mp3,6.35,Min
235,128,Trance,Anjunabeats, My Own Hymn (Alpha 9 Remix).mp3,7A , Above & Beyond Feat Zo Johnston ,360.0,7A - 128 - Above & Beyond Feat Zo Johnston - My Own Hymn (Alpha 9 Remix).mp3,6.0,Min
236,132,Trance,Anjunabeats, The Gorge (Extended Mix).mp3,2A , Jason Ross Feat Dimibo ,331.0,2A - 132 - Jason Ross Feat Dimibo - The Gorge (Extended Mix).mp3,5.516666666666667,Min
237,128,Trance,Anjunabeats, Sonar (Original Mix).mp3,2A , Tim Mason ,380.0,2A - 128 - Tim Mason - Sonar (Original Mix).mp3,6.333333333333333,Min
238,132,Trance,Anjunabeats, Blue Angel (Extended Mix).mp3,10A , Ilan Bluestone ,421.0,10A - 132 - Ilan Bluestone - Blue Angel (Extended Mix).mp3,7.016666666666667,Min
239,128,Trance,Anjunabeats, Long Way From Home (Extended Mix).mp3,5A , Above & Beyond & Spencer Brown Feat RBBTS ,382.0,5A - 128 - Above & Beyond & Spencer Brown Feat RBBTS - Long Way From Home (Extended Mix).mp3,6.366666666666666,Min
240,128,Trance,Anjunabeats, I'm Not Like Everybody Else (Farius Remix).mp3,9A , Gabriel & Dresden Feat Sub Teal ,392.0,9A - 128 - Gabriel & Dresden Feat Sub Teal - I'm Not Like Everybody Else (Farius Remix).mp3,6.533333333333333,Min
241,127,Trance,Anjunabeats, Love You More (Andrew Bayer & Genix In My Next Life Mix).mp3,4A , Andrew Bayer Feat Ane Brun ,393.0,4A - 127 - Andrew Bayer Feat Ane Brun - Love You More (Andrew Bayer & Genix In My Next Life Mix).mp3,6.55,Min
242,127,Trance,Anjunabeats, No Going Back (Extended Mix).mp3,4A , Alpha 9 & Spencer Brown ,359.0,4A - 127 - Alpha 9 & Spencer Brown - No Going Back (Extended Mix).mp3,5.983333333333333,Min
243,128,Trance,Anjunabeats, Nyquist (Extended Mix).mp3,3B , Adrian Alexander & The Antipodes ,395.0,3B - 128 - Adrian Alexander & The Antipodes - Nyquist (Extended Mix).mp3,6.583333333333333,Maj
244,128,Trance,Anjunabeats, Many Days (Original Mix).mp3,4A , Jason Ross ,316.0,4A - 128 - Jason Ross - Many Days (Original Mix).mp3,5.266666666666667,Min
245,126,Trance,Anjunabeats, Foundation (Original Mix).mp3,8A , Oliver Smith ,281.0,8A - 126 - Oliver Smith - Foundation (Original Mix).mp3,4.683333333333334,Min
246,128,Trance,Anjunabeats, Always (Above & Beyond Club Mix).mp3,8A , Above & Beyond Feat Zoe Johnston ,488.0,8A - 128 - Above & Beyond Feat Zoe Johnston - Always (Above & Beyond Club Mix).mp3,8.133333333333333,Min
247,124,Trance,Anjunabeats, I Believe (Vintage & Morelli Extended Mix).mp3,5A , Ilan Bluestone Feat Giuseppe de Luca ,350.0,5A - 124 - Ilan Bluestone Feat Giuseppe de Luca - I Believe (Vintage & Morelli Extended Mix).mp3,5.833333333333333,Min
248,128,Trance,Anjunabeats, Follow Me  (Extended Mix).mp3,1A , Oliver Smith ,369.0,1A - 128 - Oliver Smith - Follow Me  (Extended Mix).mp3,6.15,Min
249,128,Trance,Anjunabeats, Counter Clockwise (Joel Freck Remix).mp3,12A , Sunny Lax & Aneym ,292.0,12A - 128 - Sunny Lax & Aneym - Counter Clockwise (Joel Freck Remix).mp3,4.866666666666666,Min
250,128,Trance,Anjunabeats, Flying By Candlelight (Above & Beyond Extended Club Mix).mp3,2A , Above & Beyond feat Marty Longstaff ,433.0,2A - 128 - Above & Beyond feat Marty Longstaff - Flying By Candlelight (Above & Beyond Extended Club Mix).mp3,7.216666666666667,Min
251,126,Trance,Anjunabeats, Tube Hearts (Original Mix).mp3,11A , Kyau & Albert ,381.0,11A - 126 - Kyau & Albert - Tube Hearts (Original Mix).mp3,6.35,Min
252,128,Trance,Anjunabeats, Perfect Ghost (Myon Extended Club Mix).mp3,5A ,  Myon Feat Alissa Feudo ,414.0,5A - 128 -  Myon Feat Alissa Feudo - Perfect Ghost (Myon Extended Club Mix).mp3,6.9,Min
253,127,Trance,Anjunabeats, Kill Switch (Original Mix).mp3,12A , Genix ,398.0,12A - 127 - Genix - Kill Switch (Original Mix).mp3,6.633333333333334,Min
254,129,Trance,Anjunabeats, 43 + 86 = 129 (Extended Mix).mp3,6A , Ilan Bluestone & Sunny Lax ,422.0,6A - 129 - Ilan Bluestone & Sunny Lax - 43 + 86 = 129 (Extended Mix).mp3,7.033333333333333,Min
255,128,Trance,Anjunabeats, Over You (Extended Mix).mp3,11A , Oliver Smith ,400.0,11A - 128 - Oliver Smith - Over You (Extended Mix).mp3,6.666666666666667,Min
256,130,Trance,Anjunabeats, Let Me Know (Extended Mix).mp3,6A , Ilan Bluestone Feat Giuseppe de Luca ,388.0,6A - 130 - Ilan Bluestone Feat Giuseppe de Luca - Let Me Know (Extended Mix).mp3,6.466666666666667,Min
257,128,Trance,Anjunabeats, You (Myon & Elevven Remix).mp3,7A , Gabriel & Dresden Feat Jan Burton ,416.0,7A - 128 - Gabriel & Dresden Feat Jan Burton - You (Myon & Elevven Remix).mp3,6.933333333333334,Min
258,128,Trance,Anjunabeats, Rocket Science (Original Mix).mp3,8A , Above & Beyond ,392.0,8A - 128 - Above & Beyond - Rocket Science (Original Mix).mp3,6.533333333333333,Min
259,128,Trance,Anjunabeats, Open End Resource (Andrew Bayer In My Next Life Remix).mp3,10A , Andrew Bayer Feat Alison May ,459.0,10A - 128 - Andrew Bayer Feat Alison May - Open End Resource (Andrew Bayer In My Next Life Remix).mp3,7.65,Min
260,128,Trance,Anjunabeats, Rogue (Original Mix).mp3,4A , Genix ,442.0,4A - 128 - Genix - Rogue (Original Mix).mp3,7.366666666666666,Min
261,130,Trance,Anjunabeats, Noa (Extended Mix).mp3,9A , Ilan Bluestone ,435.0,9A - 130 - Ilan Bluestone - Noa (Extended Mix).mp3,7.25,Min
262,129,Trance,Anjunabeats, 43 + 86 = 129 (Sunny Lax Extended 303 Mix) .mp3,6A , Ilan Bluestone & Sunny Lax,400.0,6A - 129 - Ilan Bluestone & Sunny Lax- 43 + 86 = 129 (Sunny Lax Extended 303 Mix) .mp3,6.666666666666667,Min
263,128,Trance,Anjunabeats, Distorted Truth (Extended Mix).mp3,10A , Above & Beyond ,468.0,10A - 128 - Above & Beyond - Distorted Truth (Extended Mix).mp3,7.8,Min
264,127,Trance,Anjunabeats, Mama Africa (Extended Mix).mp3,2A ,  Ilan Bluestone feat EL Waves ,438.0,2A - 127 -  Ilan Bluestone feat EL Waves - Mama Africa (Extended Mix).mp3,7.3,Min
265,127,Trance,Anjunabeats, Everybody (Extended Mix).mp3,1A ,  Ilan Bluestone & Maor Levi ,409.0,1A - 127 -  Ilan Bluestone & Maor Levi - Everybody (Extended Mix).mp3,6.816666666666666,Min
266,130,Trance,Anjunabeats, Frozen Ground (Cosmic Gate Remix).mp3,12A , Ilan Bluestone  Feat Giuseppe De Luca ,460.0,12A - 130 - Ilan Bluestone  Feat Giuseppe De Luca - Frozen Ground (Cosmic Gate Remix).mp3,7.666666666666667,Min
267,128,Trance,Anjunabeats, I Don't Wanna (Original Mix).mp3,4A , Genix ,357.0,4A - 128 - Genix - I Don't Wanna (Original Mix).mp3,5.95,Min
268,128,Trance,Anjunabeats, Adapt or Die (Original Mix).mp3,9A , Sunny Lax ,367.0,9A - 128 - Sunny Lax - Adapt or Die (Original Mix).mp3,6.116666666666666,Min
269,128,Trance,Anjunabeats, Inside (Extended Mix).mp3,3A , Oliver Smith ,463.0,3A - 128 - Oliver Smith - Inside (Extended Mix).mp3,7.716666666666667,Min
270,131,Trance,Anjunabeats, Rival (Shadowlark Remix).mp3,8A , Ilan Bluestone Feat Ellen Smith ,249.0,8A - 131 - Ilan Bluestone Feat Ellen Smith - Rival (Shadowlark Remix).mp3,4.15,Min
271,128,Trance,Anjunabeats, Counter Clockwise (Original Mix).mp3,12A , Sunny Lax & Aneym ,393.0,12A - 128 - Sunny Lax & Aneym - Counter Clockwise (Original Mix).mp3,6.55,Min
272,128,Trance,Anjunabeats, Red Rocks (Extended Mix).mp3,8A , Above & Beyond ,466.0,8A - 128 - Above & Beyond - Red Rocks (Extended Mix).mp3,7.766666666666667,Min
